index,player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank,season_1,position_1,pff_player_id,wick_score,capped_wick_score
66,129686,2023,CB,defense,RJ Delancy III,1890.0,34.0,2788.0,5838,0.0,0.0,0.0,0.0,0.0,75.85263157894737,60.2,86.8578947368421,73.89999999999999,86.73157894736842,,,,,,,19.88235294117647,,14.176470588235292,136.5625,,,,,,,2023,NB,129686,63.3,63.3
67,55569,2021,CB,defense,Azizi Hearn,4919.0,19.0,4774.0,10295,0.0,0.0,0.0,0.0,0.0,77.15789473684211,59.8,74.23684210526316,27.410526315789472,73.82631578947368,,,,,,,146.77777777777777,,142.61111111111111,104.11111111111111,,,,,,,2021,CB,55569,100.0,100.0
68,100302,2023,CB,defense,Kempton Shine,4960.0,19.0,4936.0,10179,0.0,0.0,0.0,0.0,0.0,84.77894736842104,59.0,68.38947368421053,18.178947368421053,70.88947368421053,,,,,,,337.42105263157896,,279.2105263157895,37.94736842105263,,,,,,,2023,CB,100302,63.1,63.1
69,100914,2022,CB,defense,Sam Westfall,2889.0,32.0,3174.0,7339,0.0,0.0,0.0,0.0,0.0,51.3421052631579,57.27777777777778,60.98947368421052,82.00526315789473,59.3421052631579,,,,,,,608.0,,679.4736842105264,711.8947368421053,,,,,,,2022,CB,100914,65.9,65.9
70,102900,2021,CB,defense,Mekhi Garner,2976.0,21.0,3451.0,7417,0.0,0.0,0.0,0.0,0.0,57.64736842105263,54.29473684210526,74.42105263157895,30.86315789473684,70.49473684210527,,,,,,,154.89473684210526,,261.5263157894737,586.421052631579,,,,,,,2021,CB,102900,78.3,78.3
71,145378,2023,CB,defense,LaMareon James,4860.0,39.0,5327.0,12288,19.0,0.0,0.0,0.0,0.0,55.27894736842105,57.20000000000001,70.63157894736842,85.55263157894737,68.36842105263158,60.0,,,,,60.0,273.63157894736844,,376.89473684210526,653.1052631578947,,,,,,,2023,CB,145378,57.2,57.2
72,169935,2023,CB,defense,DeAgo Brumfield,4102.0,104.0,4822.0,9874,0.0,0.0,0.0,0.0,0.0,57.336842105263166,54.642105263157895,67.82631578947368,83.52105263157895,66.09473684210526,,,,,,,412.0,,491.72222222222223,646.5,,,,,,,2023,CB,169935,57.1,57.1
73,172197,2024,CB,defense,Dontay Joyner,4570.0,109.0,4681.0,10191,0.0,0.0,0.0,0.0,0.0,73.94,73.58888888888889,72.615,83.025,74.47999999999999,,,,,,,217.05,,165.4,172.8,10.75,,,,,,2024,CB,172197,65.4,65.4
74,184348,2024,CB,defense,Jordan Scruggs,3513.0,42.0,5456.0,10163,0.0,0.0,0.0,0.0,0.0,76.515,56.42,78.935,34.07,77.83500000000001,,,,,,,76.95,,80.9,107.1,,,,,,,2024,CB,184348,46.9,47.0
75,131462,2023,CB,defense,Preston Hodge,2762.0,126.0,5336.0,10233,0.0,0.0,0.0,0.0,0.0,71.1842105263158,64.23529411764706,83.51578947368421,86.44736842105263,83.5,,,,,,,50.0,,43.66666666666666,280.5882352941176,,,,,,,2023,S,131462,48.5,48.5
76,184348,2024,CB,defense,Jordan Scruggs,3513.0,42.0,5456.0,10163,0.0,0.0,0.0,0.0,0.0,76.515,56.42,78.935,34.07,77.83500000000001,,,,,,,76.95,,80.9,107.1,,,,,,,2024,S,184348,61.3,61.3
